llave_sintetica,k
G_22_1_20-24,15
G_22_1_25-29,7
G_22_1_30-34,13
G_22_1_35-39,7
G_22_1_40-44,9
G_22_1_45-49,4
G_22_1_5-9,18
G_22_1_50-54,10
G_22_1_55-59,5
G_22_1_60-64,2
G_22_1_65-69,7
G_22_1_70-74,5
G_22_1_75-79,1
G_22_1_85 y más,2
G_22_1_Menor de 1,10
G_22_2_1-4,22
G_22_2_10-14,19
G_22_2_15-19,6
G_22_2_20-24,10
G_22_2_25-29,6
G_22_2_30-34,6
G_22_2_35-39,9
G_22_2_40-44,11
G_22_2_45-49,13
G_22_2_5-9,12
G_22_2_50-54,6
G_22_2_55-59,3
G_22_2_60-64,5
G_22_2_65-69,4
G_22_2_70-74,4
G_22_2_75-79,3
G_22_2_85 y más,4
G_22_2_Menor de 1,14
G_23_1_45-49,31
G_23_1_50-54,42
G_23_1_55-59,45
G_23_1_65-69,44
G_23_1_75-79,42
G_23_1_80-84,32
G_23_1_85 y más,31
G_23_2_20-24,36
G_23_2_25-29,43
G_23_2_30-34,43
G_23_2_35-39,47
G_23_2_50-54,44
G_23_2_60-64,34
G_23_2_65-69,34
G_23_2_70-74,34
G_23_2_75-79,36
G_23_2_80-84,31
G_23_2_85 y más,32
G_23_2_Menor de 1,44
G_24_1_1-4,45
G_24_1_10-14,32
G_24_1_15-19,20
G_24_1_20-24,17
G_24_1_25-29,15
G_24_1_30-34,23
G_24_1_35-39,17
G_24_1_40-44,22
G_24_1_45-49,19
G_24_1_5-9,38
G_24_1_50-54,26
G_24_1_55-59,20
G_24_1_60-64,24
G_24_1_65-69,22
G_24_1_70-74,25
G_24_1_75-79,22
G_24_1_80-84,11
G_24_1_85 y más,10
G_24_1_Menor de 1,30
G_24_2_1-4,34
G_24_2_10-14,32
G_24_2_15-19,22
G_24_2_20-24,20
G_24_2_25-29,28
G_24_2_30-34,17
G_24_2_35-39,24
G_24_2_40-44,23
G_24_2_45-49,24
G_24_2_5-9,46
G_24_2_50-54,15
G_24_2_55-59,19
G_24_2_60-64,24
G_24_2_65-69,21
G_24_2_70-74,18
G_24_2_75-79,15
G_24_2_80-84,14
G_24_2_85 y más,15
G_24_2_Menor de 1,34
G_88_1_1-4,1
G_88_1_10-14,1
G_88_1_25-29,1
G_88_1_30-34,3
G_88_1_40-44,1
G_88_1_45-49,1
G_88_1_5-9,2
G_88_1_50-54,1
G_88_1_55-59,1
G_88_1_65-69,1
G_88_1_70-74,2
G_88_1_80-84,1
G_88_2_10-14,1
G_88_2_15-19,1
G_88_2_20-24,1
G_88_2_25-29,2
G_88_2_40-44,1
G_88_2_5-9,2
G_88_2_60-64,1
G_88_2_65-69,1
G_88_2_70-74,1
G_88_2_Menor de 1,1
H_01_1_10-14,45
H_01_1_20-24,37
H_01_1_Menor de 1,22
H_01_2_10-14,36
H_01_2_15-19,37
H_01_2_5-9,49
H_01_2_Menor de 1,23
H_02_1_1-4,15
H_02_1_10-14,11
H_02_1_15-19,3
H_02_1_20-24,3
H_02_1_25-29,9
H_02_1_30-34,11
H_02_1_35-39,10
H_02_1_40-44,17
H_02_1_45-49,8
H_02_1_5-9,6
H_02_1_50-54,5
H_02_1_55-59,3
H_02_1_60-64,7
H_02_1_65-69,9
H_02_1_70-74,9
H_02_1_75-79,9
H_02_1_80-84,7
H_02_1_85 y más,10
H_02_1_Menor de 1,5
H_02_2_1-4,9
H_02_2_10-14,5
H_02_2_15-19,6
H_02_2_20-24,4
H_02_2_25-29,3
H_02_2_30-34,9
H_02_2_35-39,18
H_02_2_40-44,8
H_02_2_45-49,7
H_02_2_5-9,10
H_02_2_50-54,9
H_02_2_55-59,4
H_02_2_60-64,13
H_02_2_65-69,11
H_02_2_70-74,9
H_02_2_75-79,6
H_02_2_80-84,5
H_02_2_85 y más,3
H_02_2_Menor de 1,6
H_03_1_1-4,20
H_03_1_10-14,11
H_03_1_15-19,13
H_03_1_20-24,10
H_03_1_25-29,13
H_03_1_30-34,15
H_03_1_35-39,7
H_03_1_40-44,9
H_03_1_45-49,4
H_03_1_5-9,10
H_03_1_50-54,4
H_03_1_55-59,14
H_03_1_60-64,20
H_03_1_65-69,26
H_03_1_70-74,15
H_03_1_75-79,21
H_03_1_80-84,7
H_03_1_85 y más,16
H_03_1_Menor de 1,4
H_03_2_1-4,13
H_03_2_10-14,6
H_03_2_15-19,7
H_03_2_20-24,4
H_03_2_25-29,6
H_03_2_30-34,15
H_03_2_35-39,9
H_03_2_40-44,16
H_03_2_45-49,13
H_03_2_5-9,21
H_03_2_50-54,13
H_03_2_55-59,17
H_03_2_60-64,21
H_03_2_65-69,24
H_03_2_70-74,24
H_03_2_75-79,24
H_03_2_80-84,22
H_03_2_85 y más,12
H_03_2_Menor de 1,4
H_04_1_1-4,8
H_04_1_10-14,5
H_04_1_15-19,4
H_04_1_20-24,4
H_04_1_25-29,4
H_04_1_30-34,7
H_04_1_35-39,5
H_04_1_40-44,10
H_04_1_45-49,4
H_04_1_5-9,8
H_04_1_50-54,2
H_04_1_55-59,2
H_04_1_60-64,3
H_04_1_65-69,6
H_04_1_70-74,2
H_04_1_75-79,8
H_04_1_80-84,1
H_04_1_85 y más,4
H_04_1_Menor de 1,3
H_04_2_1-4,11
H_04_2_10-14,3
H_04_2_15-19,2
H_04_2_20-24,1
H_04_2_25-29,6
H_04_2_30-34,3
H_04_2_35-39,7
H_04_2_40-44,5
H_04_2_45-49,5
H_04_2_5-9,2
H_04_2_50-54,7
H_04_2_55-59,5
H_04_2_60-64,3
H_04_2_65-69,4
H_04_2_70-74,2
H_04_2_75-79,7
H_04_2_85 y más,2
H_04_2_Menor de 1,5
H_05_1_1-4,19
H_05_1_10-14,17
H_05_1_15-19,20
H_05_1_20-24,20
H_05_1_25-29,20
H_05_1_30-34,29
H_05_1_35-39,24
H_05_1_40-44,37
H_05_1_45-49,32
H_05_1_5-9,28
H_05_1_50-54,30
H_05_1_55-59,28
H_05_1_60-64,25
H_05_1_65-69,32
H_05_1_70-74,31
H_05_1_75-79,25
H_05_1_80-84,18
H_05_1_85 y más,15
H_05_1_Menor de 1,9
H_05_2_1-4,12
H_05_2_10-14,15
H_05_2_15-19,9
H_05_2_20-24,20
H_05_2_25-29,18
H_05_2_30-34,22
H_05_2_35-39,30
H_05_2_40-44,45
H_05_2_45-49,37
H_05_2_5-9,27
H_05_2_50-54,25
H_05_2_55-59,25
H_05_2_60-64,32
H_05_2_65-69,32
H_05_2_70-74,33
H_05_2_75-79,41
H_05_2_80-84,22
H_05_2_85 y más,23
H_05_2_Menor de 1,6
H_06_1_1-4,47
H_06_1_10-14,30
H_06_1_15-19,38
H_06_1_20-24,27
H_06_1_5-9,21
H_06_1_85 y más,46
H_06_1_Menor de 1,6
H_06_2_1-4,28
H_06_2_10-14,32
H_06_2_15-19,32
H_06_2_20-24,35
H_06_2_5-9,26
H_06_2_Menor de 1,5
H_07_1_10-14,16
H_07_1_15-19,10
H_07_1_20-24,14
H_07_1_25-29,28
H_07_1_30-34,36
H_07_1_35-39,18
H_07_1_40-44,32
H_07_1_45-49,30
H_07_1_5-9,38
H_07_1_50-54,31
H_07_1_55-59,26
H_07_1_60-64,23
H_07_1_65-69,34
H_07_1_70-74,45
H_07_1_75-79,25
H_07_1_80-84,27
H_07_1_85 y más,6
H_07_1_Menor de 1,23
H_07_2_1-4,28
H_07_2_10-14,28
H_07_2_15-19,10
H_07_2_20-24,9
H_07_2_25-29,27
H_07_2_30-34,31
H_07_2_35-39,16
H_07_2_40-44,29
H_07_2_45-49,27
H_07_2_5-9,21
H_07_2_50-54,29
H_07_2_55-59,49
H_07_2_60-64,40
H_07_2_65-69,48
H_07_2_70-74,46
H_07_2_75-79,38
H_07_2_80-84,28
H_07_2_85 y más,13
H_07_2_Menor de 1,25
H_08_1_1-4,22
H_08_1_10-14,18
H_08_1_15-19,9
H_08_1_20-24,4
H_08_1_25-29,12
H_08_1_30-34,18
H_08_1_35-39,17
H_08_1_40-44,9
H_08_1_45-49,10
H_08_1_5-9,18
H_08_1_50-54,20
H_08_1_55-59,14
H_08_1_60-64,12
H_08_1_65-69,38
H_08_1_70-74,47
H_08_1_75-79,21
H_08_1_80-84,14
H_08_1_85 y más,11
H_08_1_Menor de 1,14
H_08_2_1-4,17
H_08_2_10-14,17
H_08_2_15-19,9
H_08_2_20-24,11
H_08_2_25-29,10
H_08_2_30-34,10
H_08_2_35-39,16
H_08_2_40-44,18
H_08_2_45-49,12
H_08_2_5-9,20
H_08_2_50-54,13
H_08_2_55-59,15
H_08_2_60-64,30
H_08_2_65-69,49
H_08_2_70-74,38
H_08_2_75-79,26
H_08_2_80-84,11
H_08_2_85 y más,5
H_08_2_Menor de 1,8
H_10_1_1-4,18
H_10_1_10-14,16
H_10_1_15-19,15
H_10_1_20-24,11
H_10_1_25-29,23
H_10_1_30-34,40
H_10_1_35-39,30
H_10_1_40-44,33
H_10_1_45-49,47
H_10_1_5-9,12
H_10_1_50-54,39
H_10_1_55-59,43
H_10_1_60-64,33
H_10_1_70-74,33
H_10_1_75-79,28
H_10_1_80-84,12
H_10_1_85 y más,24
H_10_1_Menor de 1,7
H_10_2_1-4,21
H_10_2_10-14,15
H_10_2_15-19,11
H_10_2_20-24,9
H_10_2_25-29,27
H_10_2_40-44,49
H_10_2_5-9,9
H_10_2_50-54,49
H_10_2_60-64,40
H_10_2_65-69,28
H_10_2_70-74,32
H_10_2_75-79,18
H_10_2_80-84,13
H_10_2_85 y más,6
H_10_2_Menor de 1,12
H_11_1_1-4,36
H_11_1_10-14,19
H_11_1_15-19,24
H_11_1_20-24,18
H_11_1_25-29,18
H_11_1_30-34,20
H_11_1_35-39,25
H_11_1_40-44,19
H_11_1_45-49,17
H_11_1_5-9,14
H_11_1_50-54,19
H_11_1_55-59,24
H_11_1_60-64,26
H_11_1_65-69,34
H_11_1_70-74,32
H_11_1_75-79,21
H_11_1_80-84,14
H_11_1_85 y más,20
H_11_1_Menor de 1,10
H_11_2_1-4,25
H_11_2_10-14,13
H_11_2_15-19,17
H_11_2_20-24,21
H_11_2_25-29,18
H_11_2_30-34,29
H_11_2_35-39,28
H_11_2_40-44,32
H_11_2_45-49,27
H_11_2_5-9,29
H_11_2_50-54,35
H_11_2_55-59,47
H_11_2_60-64,44
H_11_2_65-69,44
H_11_2_70-74,31
H_11_2_75-79,31
H_11_2_80-84,26
H_11_2_85 y más,18
H_11_2_Menor de 1,1
H_12_1_1-4,41
H_12_1_10-14,44
H_12_1_15-19,15
H_12_1_20-24,17
H_12_1_25-29,18
H_12_1_30-34,15
H_12_1_35-39,37
H_12_1_40-44,47
H_12_1_45-49,48
H_12_1_5-9,39
H_12_1_50-54,26
H_12_1_55-59,35
H_12_1_60-64,37
H_12_1_70-74,40
H_12_1_75-79,26
H_12_1_80-84,23
H_12_1_85 y más,12
H_12_1_Menor de 1,28
H_12_2_1-4,39
H_12_2_10-14,18
H_12_2_15-19,8
H_12_2_20-24,10
H_12_2_25-29,12
H_12_2_30-34,14
H_12_2_35-39,29
H_12_2_40-44,22
H_12_2_45-49,35
H_12_2_5-9,30
H_12_2_50-54,38
H_12_2_55-59,44
H_12_2_60-64,48
H_12_2_70-74,49
H_12_2_75-79,38
H_12_2_80-84,21
H_12_2_85 y más,15
H_12_2_Menor de 1,18
H_13_1_15-19,48
H_13_1_20-24,23
H_13_1_25-29,48
H_13_1_30-34,40
H_13_1_70-74,46
H_13_1_75-79,45
H_13_1_80-84,15
H_13_1_85 y más,16
H_13_1_Menor de 1,46
H_13_2_10-14,49
H_13_2_15-19,26
H_13_2_20-24,33
H_13_2_75-79,34
H_13_2_80-84,28
H_13_2_85 y más,16
H_13_2_Menor de 1,37
H_14_1_1-4,20
H_14_1_10-14,11
H_14_1_15-19,6
H_14_1_20-24,5
H_14_1_25-29,7
H_14_1_30-34,4
H_14_1_35-39,6
H_14_1_40-44,11
H_14_1_45-49,7
H_14_1_5-9,19
H_14_1_50-54,7
H_14_1_55-59,5
H_14_1_60-64,6
H_14_1_65-69,7
H_14_1_70-74,4
H_14_1_75-79,3
H_14_1_80-84,4
H_14_1_85 y más,4
H_14_1_Menor de 1,11
H_14_2_1-4,19
H_14_2_10-14,11
H_14_2_15-19,6
H_14_2_20-24,6
H_14_2_25-29,6
H_14_2_30-34,7
H_14_2_35-39,6
H_14_2_40-44,4
H_14_2_45-49,8
H_14_2_5-9,8
H_14_2_50-54,11
H_14_2_55-59,17
H_14_2_60-64,10
H_14_2_65-69,7
H_14_2_70-74,11
H_14_2_75-79,9
H_14_2_80-84,3
H_14_2_85 y más,2
H_14_2_Menor de 1,6
H_15_1_1-4,6
H_15_1_10-14,7
H_15_1_15-19,2
H_15_1_20-24,3
H_15_1_25-29,1
H_15_1_30-34,3
H_15_1_35-39,2
H_15_1_40-44,8
H_15_1_45-49,3
H_15_1_5-9,4
H_15_1_50-54,6
H_15_1_55-59,6
H_15_1_60-64,2
H_15_1_65-69,2
H_15_1_70-74,1
H_15_1_85 y más,1
H_15_1_Menor de 1,3
H_15_2_1-4,3
H_15_2_10-14,2
H_15_2_15-19,3
H_15_2_20-24,4
H_15_2_25-29,1
H_15_2_30-34,1
H_15_2_35-39,5
H_15_2_40-44,7
H_15_2_45-49,1
H_15_2_5-9,8
H_15_2_50-54,1
H_15_2_55-59,5
H_15_2_60-64,3
H_15_2_65-69,2
H_15_2_75-79,2
H_15_2_Menor de 1,1
H_16_1_1-4,10
H_16_1_10-14,6
H_16_1_15-19,1
H_16_1_20-24,2
H_16_1_25-29,6
H_16_1_30-34,1
H_16_1_35-39,9
H_16_1_40-44,3
H_16_1_45-49,4
H_16_1_5-9,6
H_16_1_50-54,4
H_16_1_55-59,5
H_16_1_60-64,6
H_16_1_65-69,3
H_16_1_70-74,1
H_16_1_75-79,5
H_16_1_80-84,5
H_16_1_Menor de 1,6
H_16_2_1-4,5
H_16_2_10-14,1
H_16_2_15-19,5
H_16_2_20-24,3
H_16_2_25-29,2
H_16_2_30-34,4
H_16_2_35-39,8
H_16_2_40-44,6
H_16_2_45-49,3
H_16_2_5-9,9
H_16_2_50-54,3
H_16_2_55-59,10
H_16_2_60-64,2
H_16_2_65-69,6
H_16_2_70-74,5
H_16_2_80-84,1
H_16_2_85 y más,2
H_16_2_Menor de 1,7
H_18_1_1-4,46
H_18_1_10-14,17
H_18_1_15-19,29
H_18_1_20-24,26
H_18_1_25-29,27
H_18_1_30-34,36
H_18_1_35-39,40
H_18_1_40-44,23
H_18_1_45-49,36
H_18_1_5-9,27
H_18_1_50-54,47
H_18_1_60-64,49
H_18_1_85 y más,36
H_18_1_Menor de 1,9
H_18_2_1-4,33
H_18_2_10-14,12
H_18_2_15-19,18
H_18_2_20-24,15
H_18_2_25-29,36
H_18_2_35-39,38
H_18_2_40-44,40
H_18_2_5-9,27
H_18_2_Menor de 1,6
H_19_1_1-4,8
H_19_1_10-14,4
H_19_1_15-19,4
H_19_1_20-24,5
H_19_1_25-29,3
H_19_1_30-34,8
H_19_1_35-39,4
H_19_1_40-44,4
H_19_1_45-49,10
H_19_1_5-9,8
H_19_1_50-54,5
H_19_1_55-59,2
H_19_1_60-64,6
H_19_1_65-69,5
H_19_1_70-74,6
H_19_1_80-84,1
H_19_1_Menor de 1,6
H_19_2_1-4,9
H_19_2_10-14,3
H_19_2_15-19,2
H_19_2_20-24,6
H_19_2_25-29,5
H_19_2_30-34,8
H_19_2_35-39,4
H_19_2_40-44,6
H_19_2_45-49,9
H_19_2_5-9,5
H_19_2_50-54,4
H_19_2_55-59,2
H_19_2_60-64,10
H_19_2_65-69,7
H_19_2_70-74,2
H_19_2_75-79,4
H_19_2_80-84,3
H_19_2_Menor de 1,5
H_20_1_10-14,2
H_20_1_25-29,1
H_20_1_30-34,4
H_20_1_35-39,2
H_20_1_40-44,3
H_20_1_45-49,3
H_20_1_5-9,1
H_20_1_50-54,2
H_20_1_60-64,3
H_20_1_85 y más,2
H_20_1_Menor de 1,2
H_20_2_20-24,1
H_20_2_25-29,1
H_20_2_30-34,3
H_20_2_35-39,1
H_20_2_40-44,1
H_20_2_5-9,2
H_20_2_50-54,3
H_20_2_60-64,1
H_20_2_65-69,2
H_20_2_75-79,1
H_20_2_Menor de 1,1
H_21_1_1-4,14
H_21_1_10-14,3
H_21_1_15-19,7
H_21_1_20-24,8
H_21_1_25-29,10
H_21_1_30-34,18
H_21_1_35-39,18
H_21_1_40-44,12
H_21_1_45-49,17
H_21_1_5-9,12
H_21_1_50-54,14
H_21_1_55-59,19
H_21_1_60-64,13
H_21_1_65-69,8
H_21_1_70-74,10
H_21_1_75-79,3
H_21_1_80-84,6
H_21_1_85 y más,1
H_21_1_Menor de 1,7
H_21_2_1-4,10
H_21_2_10-14,10
H_21_2_15-19,10
H_21_2_20-24,6
H_21_2_25-29,29
H_21_2_30-34,30
H_21_2_35-39,41
H_21_2_40-44,22
H_21_2_45-49,29
H_21_2_5-9,11
H_21_2_50-54,23
H_21_2_55-59,13
H_21_2_60-64,11
H_21_2_65-69,18
H_21_2_70-74,7
H_21_2_75-79,7
H_21_2_80-84,2
H_21_2_85 y más,2
H_21_2_Menor de 1,4
H_22_1_1-4,7
H_22_1_10-14,5
H_22_1_15-19,7
H_22_1_20-24,9
H_22_1_25-29,13
H_22_1_30-34,10
H_22_1_35-39,10
H_22_1_40-44,19
H_22_1_45-49,9
H_22_1_5-9,12
H_22_1_50-54,8
H_22_1_55-59,6
H_22_1_60-64,4
H_22_1_65-69,6
H_22_1_70-74,2
H_22_1_75-79,3
H_22_1_Menor de 1,7
H_22_2_1-4,6
H_22_2_10-14,10
H_22_2_15-19,5
H_22_2_20-24,5
H_22_2_25-29,8
H_22_2_30-34,10
H_22_2_35-39,14
H_22_2_40-44,5
H_22_2_45-49,9
H_22_2_5-9,13
H_22_2_50-54,4
H_22_2_55-59,3
H_22_2_60-64,4
H_22_2_65-69,2
H_22_2_70-74,3
H_22_2_75-79,1
H_22_2_Menor de 1,1
H_23_1_1-4,42
H_23_1_10-14,14
H_23_1_15-19,10
H_23_1_20-24,12
H_23_1_25-29,16
H_23_1_30-34,20
H_23_1_35-39,30
H_23_1_40-44,17
H_23_1_45-49,16
H_23_1_5-9,42
H_23_1_50-54,13
H_23_1_55-59,5
H_23_1_60-64,12
H_23_1_65-69,14
H_23_1_70-74,17
H_23_1_75-79,14
H_23_1_80-84,10
H_23_1_85 y más,3
H_23_1_Menor de 1,17
H_23_2_10-14,17
H_23_2_15-19,4
H_23_2_20-24,16
H_23_2_25-29,6
H_23_2_30-34,13
H_23_2_35-39,10
H_23_2_40-44,21
H_23_2_45-49,20
H_23_2_5-9,28
H_23_2_50-54,22
H_23_2_55-59,15
H_23_2_60-64,18
H_23_2_65-69,17
H_23_2_70-74,14
H_23_2_75-79,5
H_23_2_80-84,10
H_23_2_85 y más,11
H_23_2_Menor de 1,22
H_24_1_1-4,24
H_24_1_10-14,16
H_24_1_15-19,6
H_24_1_20-24,6
H_24_1_25-29,13
H_24_1_30-34,16
H_24_1_35-39,13
H_24_1_40-44,21
H_24_1_45-49,4
H_24_1_5-9,24
H_24_1_50-54,7
H_24_1_55-59,14
H_24_1_60-64,12
H_24_1_65-69,18
H_24_1_70-74,5
H_24_1_75-79,5
H_24_1_85 y más,3
H_24_1_Menor de 1,7
H_24_2_1-4,23
H_24_2_10-14,28
H_24_2_15-19,9
H_24_2_20-24,7
H_24_2_25-29,18
H_24_2_30-34,14
H_24_2_35-39,16
H_24_2_40-44,14
H_24_2_45-49,12
H_24_2_5-9,19
H_24_2_50-54,17
H_24_2_55-59,17
H_24_2_60-64,6
H_24_2_65-69,3
H_24_2_70-74,5
H_24_2_75-79,1
H_24_2_85 y más,3
H_24_2_Menor de 1,15
H_88_1_5-9,1
H_88_1_60-64,1
H_88_1_65-69,1
H_88_1_75-79,1
H_88_2_30-34,2
H_88_2_50-54,1
H_88_2_55-59,1
H_88_2_70-74,1
H_88_2_85 y más,1
I_01_1_Menor de 1,29
I_01_2_Menor de 1,18
I_02_1_1-4,6
I_02_1_10-14,25
I_02_1_15-19,31
I_02_1_20-24,28
I_02_1_25-29,30
I_02_1_30-34,23
I_02_1_35-39,38
I_02_1_40-44,27
I_02_1_45-49,42
I_02_1_5-9,14
I_02_1_Menor de 1,3
I_02_2_1-4,6
I_02_2_10-14,15
I_02_2_15-19,4
I_02_2_20-24,9
I_02_2_25-29,9
I_02_2_30-34,22
I_02_2_35-39,28
I_02_2_40-44,43
I_02_2_45-49,35
I_02_2_5-9,16
I_02_2_Menor de 1,4
I_03_1_1-4,23
I_03_1_15-19,44
I_03_1_30-34,49
I_03_1_Menor de 1,9
I_03_2_1-4,20
I_03_2_15-19,28
I_03_2_20-24,22
I_03_2_25-29,23
I_03_2_30-34,42
I_03_2_5-9,44
I_03_2_Menor de 1,8
I_04_1_1-4,10
I_04_1_10-14,18
I_04_1_20-24,43
I_04_1_25-29,31
I_04_1_30-34,43
I_04_1_35-39,34
I_04_1_40-44,37
I_04_1_45-49,49
I_04_1_5-9,11
I_04_1_Menor de 1,8
I_04_2_1-4,2
I_04_2_10-14,2
I_04_2_15-19,9
I_04_2_20-24,10
I_04_2_25-29,29
I_04_2_30-34,28
I_04_2_35-39,26
I_04_2_5-9,2
I_04_2_Menor de 1,3
I_05_1_1-4,21
I_05_1_10-14,28
I_05_1_30-34,48
I_05_1_5-9,32
I_05_1_Menor de 1,6
I_05_2_1-4,11
I_05_2_10-14,29
I_05_2_15-19,27
I_05_2_20-24,13
I_05_2_25-29,38
I_05_2_30-34,46
I_05_2_5-9,28
I_05_2_Menor de 1,8
I_06_1_Menor de 1,37
I_06_2_15-19,37
I_06_2_20-24,31
I_06_2_Menor de 1,22
I_07_1_1-4,44
I_07_1_Menor de 1,11
I_07_2_1-4,22
I_07_2_10-14,43
I_07_2_15-19,26
I_07_2_20-24,35
I_07_2_5-9,41
I_07_2_Menor de 1,16
I_08_1_1-4,12
I_08_1_10-14,36
I_08_1_15-19,48
I_08_1_25-29,48
I_08_1_5-9,25
I_08_1_Menor de 1,10
I_08_2_1-4,14
I_08_2_10-14,15
I_08_2_15-19,19
I_08_2_20-24,25
I_08_2_25-29,35
I_08_2_5-9,23
I_08_2_Menor de 1,18
I_10_1_1-4,19
I_10_1_10-14,47
I_10_1_5-9,44
I_10_1_Menor de 1,41
I_10_2_1-4,11
I_10_2_10-14,23
I_10_2_15-19,22
I_10_2_20-24,30
I_10_2_25-29,38
I_10_2_5-9,40
I_10_2_Menor de 1,22
I_11_1_1-4,38
I_11_1_Menor de 1,11
I_11_2_1-4,47
I_11_2_15-19,27
I_11_2_20-24,21
I_11_2_Menor de 1,14
I_12_1_1-4,39
I_12_1_Menor de 1,23
I_12_2_1-4,38
I_12_2_10-14,38
I_12_2_15-19,38
I_12_2_20-24,39
I_12_2_5-9,37
I_12_2_Menor de 1,14
I_13_1_Menor de 1,48
I_13_2_Menor de 1,33
I_14_1_1-4,16
I_14_1_10-14,37
I_14_1_15-19,37
I_14_1_20-24,22
I_14_1_25-29,21
I_14_1_30-34,40
I_14_1_35-39,35
I_14_1_40-44,34
I_14_1_45-49,32
I_14_1_5-9,46
I_14_1_Menor de 1,8
I_14_2_1-4,16
I_14_2_10-14,42
I_14_2_15-19,17
I_14_2_20-24,16
I_14_2_25-29,10
I_14_2_30-34,21
I_14_2_35-39,17
I_14_2_40-44,28
I_14_2_45-49,41
I_14_2_5-9,29
I_14_2_50-54,44
I_14_2_Menor de 1,6
I_15_1_1-4,4
I_15_1_10-14,9
I_15_1_15-19,8
I_15_1_20-24,16
I_15_1_25-29,20
I_15_1_30-34,16
I_15_1_35-39,17
I_15_1_40-44,14
I_15_1_45-49,22
I_15_1_5-9,6
I_15_1_50-54,25
I_15_1_55-59,32
I_15_1_75-79,49
I_15_1_80-84,48
I_15_1_85 y más,43
I_15_1_Menor de 1,16
I_15_2_1-4,8
I_15_2_10-14,4
I_15_2_15-19,6
I_15_2_20-24,7
I_15_2_25-29,9
I_15_2_30-34,23
I_15_2_35-39,15
I_15_2_40-44,30
I_15_2_45-49,19
I_15_2_5-9,4
I_15_2_50-54,34
I_15_2_55-59,46
I_15_2_60-64,39
I_15_2_65-69,48
I_15_2_70-74,42
I_15_2_80-84,45
I_15_2_85 y más,44
I_15_2_Menor de 1,9
I_16_1_1-4,5
I_16_1_10-14,7
I_16_1_15-19,26
I_16_1_20-24,20
I_16_1_25-29,11
I_16_1_30-34,13
I_16_1_35-39,26
I_16_1_40-44,21
I_16_1_45-49,25
I_16_1_5-9,12
I_16_1_50-54,34
I_16_1_55-59,44
I_16_1_60-64,46
I_16_1_Menor de 1,4
I_16_2_1-4,3
I_16_2_10-14,20
I_16_2_15-19,9
I_16_2_20-24,17
I_16_2_25-29,9
I_16_2_30-34,19
I_16_2_35-39,27
I_16_2_40-44,25
I_16_2_45-49,32
I_16_2_5-9,8
I_16_2_50-54,28
I_16_2_55-59,29
I_16_2_75-79,39
I_16_2_80-84,37
I_16_2_Menor de 1,2
I_18_1_1-4,41
I_18_1_Menor de 1,15
I_18_2_1-4,28
I_18_2_15-19,27
I_18_2_20-24,20
I_18_2_25-29,49
I_18_2_Menor de 1,12
I_19_1_1-4,17
I_19_1_10-14,26
I_19_1_15-19,28
I_19_1_20-24,24
I_19_1_25-29,17
I_19_1_30-34,28
I_19_1_35-39,29
I_19_1_40-44,23
I_19_1_5-9,25
I_19_1_Menor de 1,5
I_19_2_1-4,12
I_19_2_10-14,23
I_19_2_15-19,9
I_19_2_20-24,10
I_19_2_25-29,14
I_19_2_30-34,19
I_19_2_35-39,17
I_19_2_40-44,33
I_19_2_45-49,27
I_19_2_5-9,31
I_19_2_50-54,31
I_19_2_55-59,39
I_19_2_Menor de 1,1
I_20_1_10-14,2
I_20_1_15-19,2
I_20_1_20-24,7
I_20_1_25-29,5
I_20_1_30-34,11
I_20_1_35-39,22
I_20_1_40-44,16
I_20_1_45-49,15
I_20_1_5-9,5
I_20_1_50-54,22
I_20_1_55-59,34
I_20_1_60-64,33
I_20_1_65-69,43
I_20_1_70-74,27
I_20_1_75-79,25
I_20_1_80-84,13
I_20_1_85 y más,20
I_20_1_Menor de 1,1
I_20_2_1-4,1
I_20_2_10-14,2
I_20_2_20-24,4
I_20_2_30-34,4
I_20_2_35-39,3
I_20_2_40-44,6
I_20_2_45-49,14
I_20_2_5-9,2
I_20_2_50-54,9
I_20_2_55-59,10
I_20_2_60-64,5
I_20_2_65-69,24
I_20_2_70-74,18
I_20_2_75-79,20
I_20_2_80-84,18
I_20_2_85 y más,23
I_20_2_Menor de 1,2
I_21_1_1-4,14
I_21_1_10-14,14
I_21_1_15-19,28
I_21_1_20-24,40
I_21_1_25-29,27
I_21_1_30-34,35
I_21_1_35-39,39
I_21_1_5-9,14
I_21_1_Menor de 1,7
I_21_2_1-4,6
I_21_2_10-14,12
I_21_2_15-19,8
I_21_2_20-24,16
I_21_2_25-29,24
I_21_2_30-34,31
I_21_2_5-9,5
I_21_2_Menor de 1,3
I_22_1_1-4,2
I_22_1_10-14,11
I_22_1_15-19,15
I_22_1_20-24,13
I_22_1_25-29,16
I_22_1_30-34,18
I_22_1_35-39,35
I_22_1_40-44,33
I_22_1_45-49,30
I_22_1_5-9,2
I_22_1_50-54,36
I_22_1_85 y más,32
I_22_1_Menor de 1,1
I_22_2_1-4,3
I_22_2_10-14,3
I_22_2_15-19,5
I_22_2_20-24,10
I_22_2_25-29,15
I_22_2_30-34,16
I_22_2_35-39,14
I_22_2_40-44,30
I_22_2_45-49,42
I_22_2_5-9,7
I_22_2_50-54,33
I_22_2_55-59,39
I_22_2_60-64,48
I_22_2_65-69,42
I_22_2_75-79,31
I_22_2_85 y más,30
I_22_2_Menor de 1,4
